,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalFinishedBsmtSF,TotalFinishedBsmtSF_BsmtQual_Interaction,TotalFullBaths,TotalHalfBaths,HouseAge,YearsSinceRemodel,TotalPorchArea
404,60,3,65.0,10364,1,0,2,3,1,2,2,Gilbert,6,5,2,0.0,3,3,4,3,0.0,0.0,0,806,806,6,4,1,5,806,766,0,1572,3,1,3,7,5.0,1,3,3.0,1995.0,3.0,2,373,3,3,2,0,0,0,0,0,5,2007,5.0,5,168000,0,0,2,1,12,11,40
405,20,3,71.0,9991,1,0,2,3,1,3,2,Sawyer,4,4,2,0.0,3,3,3,3,0.0,3.0,0,165,1281,6,5,1,5,1620,0,0,1620,3,1,3,8,4.0,1,3,5.0,1993.0,1.0,2,490,3,3,2,0,0,2,0,0,6,2009,5.0,5,150000,1116,3348,3,0,33,16,198
406,50,3,51.0,10480,1,0,3,3,1,2,2,SWISU,6,5,2,0.0,3,3,3,3,0.0,0.0,0,1064,1064,6,5,1,4,1166,0,473,1639,3,1,3,6,0.0,0,0,4.0,1936.0,1.0,1,240,3,3,2,0,0,0,0,0,3,2008,5.0,5,115000,0,0,1,0,72,58,0
407,70,3,63.0,15576,1,0,3,3,1,2,2,Crawfor,6,7,2,0.0,3,3,4,3,0.0,0.0,0,840,840,6,5,1,5,840,840,0,1680,4,1,3,8,5.0,0,0,5.0,1960.0,1.0,1,308,3,3,2,0,0,0,0,0,3,2008,5.0,5,177000,0,0,2,0,93,32,160
408,60,3,109.0,14154,1,0,3,3,1,3,2,NridgHt,7,5,2,350.0,4,3,5,4,0.0,0.0,0,1063,1063,6,5,1,5,1071,1101,0,2172,3,1,4,9,5.0,1,4,5.0,2006.0,2.0,3,947,3,3,2,0,0,0,0,0,8,2007,4.0,0,280000,0,0,2,1,1,1,254
409,60,4,85.0,10800,1,0,3,3,1,2,2,Somerst,8,5,3,100.0,4,3,5,3,0.0,5.0,0,245,1034,6,5,1,5,1050,1028,0,2078,3,1,5,8,5.0,1,4,5.0,2008.0,3.0,3,836,3,3,2,0,0,0,0,0,4,2008,4.0,0,339750,789,3945,3,1,1,0,102
410,20,3,68.0,9571,1,0,3,3,1,2,2,Edwards,5,3,2,0.0,3,2,3,2,0.0,0.0,0,1276,1276,6,3,1,4,1276,0,0,1276,3,1,3,5,2.0,0,0,5.0,1958.0,1.0,1,350,3,3,2,0,0,0,0,0,6,2009,3.0,4,60000,0,0,1,0,51,51,0
411,190,3,100.0,34650,1,0,3,1,1,2,2,Gilbert,5,5,2,0.0,3,3,3,3,1.0,2.0,0,0,1056,6,3,0,5,1056,0,0,1056,3,1,3,5,5.0,0,0,5.0,1955.0,3.0,2,572,3,3,2,0,0,0,0,0,1,2006,5.0,5,145000,1056,3168,2,0,51,51,264
412,20,4,73.5,4403,1,0,1,3,1,2,2,Somerst,7,5,3,432.0,5,3,5,3,2.0,5.0,0,892,1470,6,5,1,5,1478,0,0,1478,2,1,4,7,5.0,1,4,5.0,2009.0,3.0,2,484,3,3,2,0,0,0,0,0,6,2010,4.0,0,222000,578,2890,3,1,1,1,144
413,30,2,56.0,8960,1,1,3,3,1,2,2,OldTown,5,6,2,0.0,3,3,3,3,0.0,0.0,0,1008,1008,6,4,1,4,1028,0,0,1028,2,1,3,5,5.0,1,4,4.0,1927.0,1.0,2,360,3,3,2,0,0,0,0,0,3,2010,5.0,5,115000,0,0,1,0,83,60,130
414,60,3,59.0,11228,1,0,1,3,1,4,2,SawyerW,7,5,2,0.0,4,3,4,3,0.0,3.0,5,499,1080,6,5,1,5,1080,1017,0,2097,3,1,4,9,5.0,1,3,5.0,1993.0,1.0,3,678,3,3,2,0,0,0,0,0,12,2008,5.0,5,228000,581,2324,2,2,15,15,383
415,20,3,73.0,8899,1,0,2,3,1,2,2,Gilbert,7,5,2,0.0,4,3,4,3,2.0,5.0,0,1316,1340,6,5,1,5,1340,0,0,1340,3,1,4,6,5.0,0,0,5.0,2007.0,3.0,2,396,3,3,2,0,0,0,0,0,8,2007,4.0,0,181134,24,96,2,0,0,0,130
416,60,3,74.0,7844,1,0,3,3,1,2,2,Sawyer,6,7,2,203.0,3,3,3,3,0.0,4.0,0,463,672,6,3,1,5,672,728,0,1400,3,1,3,6,5.0,1,3,5.0,1978.0,3.0,2,440,3,3,2,0,0,0,0,0,3,2006,5.0,5,149500,209,627,1,1,28,28,0
417,70,3,86.0,22420,1,0,2,3,1,2,2,Crawfor,6,6,2,0.0,3,3,4,3,0.0,3.0,0,242,1370,5,3,0,4,1370,1254,0,2624,4,1,3,10,5.0,1,4,4.0,1918.0,1.0,3,864,3,3,0,0,0,0,0,0,11,2007,5.0,5,239000,1128,4512,3,1,89,57,0
418,50,3,60.0,8160,1,0,3,3,1,2,2,Edwards,5,6,2,0.0,3,3,3,3,0.0,4.0,0,444,756,6,2,0,3,756,378,0,1134,3,1,3,7,5.0,0,0,4.0,1940.0,1.0,1,240,3,3,1,0,0,0,0,0,4,2007,5.0,3,126000,312,936,2,1,67,57,0
419,20,3,65.0,8450,1,0,3,3,1,2,2,NAmes,5,6,2,0.0,3,3,3,3,0.0,3.0,0,281,1056,6,5,1,5,1056,0,0,1056,3,1,3,6,5.0,1,2,5.0,1968.0,1.0,1,304,3,3,2,0,0,0,0,0,7,2010,5.0,5,142000,775,2325,2,0,42,42,269
420,90,2,78.0,7060,1,0,3,3,1,2,2,Mitchel,7,5,2,200.0,3,4,4,4,3.0,5.0,0,35,1344,6,5,1,5,1344,0,0,1344,2,2,3,8,5.0,0,0,5.0,1997.0,3.0,4,784,3,3,2,0,0,0,0,0,11,2008,5.0,2,206300,1309,5236,4,0,11,10,0
421,20,3,80.0,16635,1,0,2,3,1,1,2,NWAmes,6,7,3,126.0,4,3,4,3,0.0,4.0,0,356,1602,6,4,1,5,1602,0,0,1602,3,1,4,8,5.0,1,3,5.0,1977.0,3.0,2,529,3,3,2,0,0,0,0,0,6,2009,5.0,5,215000,1246,4984,2,1,32,9,240
422,20,3,100.0,21750,1,0,3,2,1,2,1,Mitchel,5,5,2,0.0,3,3,3,3,0.0,0.0,0,988,988,6,5,1,4,988,0,0,988,2,1,3,4,5.0,0,0,5.0,1954.0,2.0,2,520,3,3,0,0,0,0,0,0,2,2008,5.0,5,113000,0,0,1,0,54,54,0
423,60,3,80.0,9200,1,0,3,3,1,2,2,NoRidge,8,5,2,473.0,4,3,4,3,0.0,5.0,0,484,1470,6,4,1,5,1470,1160,0,2630,4,1,4,8,5.0,1,3,5.0,1998.0,3.0,3,696,3,3,2,0,0,0,0,0,6,2008,5.0,5,315000,986,3944,3,1,10,10,66
424,20,3,72.0,9000,1,0,3,3,1,2,2,NAmes,6,5,2,74.0,3,3,4,3,0.0,1.0,0,580,1196,6,4,1,4,1196,0,0,1196,2,1,3,6,5.0,1,4,5.0,1956.0,2.0,1,297,3,3,2,0,0,0,0,0,5,2008,5.0,5,139000,616,2464,2,0,52,52,44
425,60,2,60.0,3378,1,1,3,2,1,2,2,OldTown,7,8,2,0.0,3,4,3,3,0.0,0.0,0,651,651,6,4,1,5,707,682,0,1389,3,1,3,6,5.0,2,4,4.0,1947.0,1.0,1,240,3,3,1,0,0,0,0,0,9,2009,5.0,5,135000,0,0,1,1,63,17,126
426,80,3,66.5,12800,1,0,3,0,1,2,1,SawyerW,7,5,2,145.0,4,3,4,3,3.0,5.0,0,0,1518,6,4,1,5,1644,0,0,1644,2,1,4,5,5.0,1,3,5.0,1989.0,3.0,2,569,3,3,2,0,0,0,0,0,8,2009,5.0,5,275000,1518,6072,3,1,20,20,476
427,20,3,77.0,8593,1,0,2,3,1,2,2,NAmes,4,6,2,0.0,3,3,3,3,0.0,2.0,0,619,907,6,5,1,5,907,0,0,907,3,1,3,5,5.0,0,0,4.0,1964.0,1.0,1,352,3,3,2,0,0,0,0,0,7,2008,5.0,5,109008,288,864,1,0,51,51,0
428,20,3,64.0,6762,1,0,3,3,1,2,2,CollgCr,7,5,2,108.0,4,3,4,3,0.0,5.0,0,544,1208,6,5,1,5,1208,0,0,1208,2,1,4,6,5.0,0,0,5.0,2007.0,2.0,2,628,3,3,2,0,0,0,0,0,9,2007,4.0,0,195400,664,2656,3,0,0,0,159
429,20,3,130.0,11457,1,0,2,3,1,3,2,Timber,6,5,2,0.0,3,3,4,3,1.0,5.0,0,387,1392,6,3,1,5,1412,0,0,1412,3,1,4,6,5.0,1,3,5.0,1988.0,1.0,2,576,3,3,2,0,0,0,0,0,3,2009,5.0,5,175000,1005,4020,3,0,21,21,169
430,160,2,21.0,1680,1,0,3,3,1,2,2,BrDale,6,5,2,232.0,3,3,3,3,0.0,4.0,0,96,483,6,3,1,5,483,504,0,987,2,1,3,4,5.0,0,0,4.0,1971.0,1.0,1,264,3,3,2,0,0,0,0,0,7,2008,3.0,4,85400,387,1161,1,1,37,37,0
431,50,2,60.0,5586,1,0,2,1,1,2,2,OldTown,6,7,2,0.0,3,3,3,3,0.0,0.0,0,901,901,6,4,1,5,1088,110,0,1198,4,1,3,7,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,9,2008,2.0,4,79900,0,0,1,0,88,10,98
432,160,2,24.0,1920,1,0,3,3,1,2,2,BrDale,5,5,2,376.0,3,3,3,3,0.0,4.0,0,294,765,6,5,1,5,765,600,0,1365,2,1,3,6,4.0,0,0,4.0,1971.0,1.0,2,440,3,3,2,0,0,0,0,0,8,2007,5.0,5,122500,471,1413,2,1,36,36,276
433,60,3,100.0,10839,1,0,2,3,1,3,2,Gilbert,6,5,2,0.0,3,3,4,3,0.0,0.0,0,926,926,6,5,1,5,926,678,0,1604,3,1,3,7,5.0,1,3,5.0,1997.0,3.0,2,470,3,3,2,0,0,0,0,0,7,2008,5.0,5,181000,0,0,2,1,11,10,36
434,180,2,21.0,1890,1,0,3,3,1,2,2,MeadowV,4,7,2,0.0,3,4,4,3,2.0,4.0,0,135,630,6,4,1,5,630,0,0,630,1,1,3,3,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,6,2008,5.0,5,81000,495,1980,2,0,36,36,88
435,60,3,43.0,10667,1,0,1,3,1,4,2,CollgCr,7,6,2,0.0,4,3,4,3,2.0,5.0,4,70,799,6,5,1,5,827,834,0,1661,3,1,4,6,5.0,1,3,5.0,1996.0,2.0,2,550,3,3,2,0,0,0,0,0,4,2009,0.0,5,212000,729,2916,3,1,13,13,219
436,50,2,40.0,4400,1,0,3,3,1,2,2,OldTown,6,8,2,0.0,3,3,2,3,0.0,0.0,0,648,648,6,3,1,4,734,384,0,1118,2,1,3,6,5.0,0,0,4.0,1990.0,1.0,2,440,3,3,2,0,0,0,0,0,10,2006,5.0,5,116000,0,0,1,0,86,56,0
437,45,2,50.0,6000,1,0,3,3,1,2,2,BrkSide,6,7,2,0.0,4,3,3,3,0.0,0.0,0,884,884,6,4,1,5,904,0,0,904,2,1,3,4,5.0,0,0,4.0,1926.0,1.0,1,180,3,3,2,0,0,0,0,0,1,2009,5.0,5,119000,0,0,1,0,83,5,105
438,30,3,40.0,4280,1,0,3,3,1,2,2,Crawfor,5,6,2,0.0,3,3,3,3,0.0,1.0,0,75,440,6,3,0,5,694,0,0,694,2,1,4,4,5.0,1,4,4.0,1990.0,1.0,1,352,4,3,1,0,0,3,0,0,3,2007,5.0,5,90350,365,1095,1,0,94,5,34
439,50,3,67.0,12354,1,1,3,3,1,3,2,Edwards,6,8,2,0.0,3,3,3,2,1.0,0.0,0,684,684,6,4,1,5,684,512,0,1196,3,1,4,7,5.0,0,0,4.0,2005.0,1.0,2,528,3,3,2,0,0,4,1,1,8,2009,1.0,5,110000,0,0,1,0,89,9,46
440,20,3,105.0,15431,1,0,3,3,1,2,2,NridgHt,10,5,3,200.0,5,3,5,3,3.0,5.0,4,788,3094,6,5,1,5,2402,0,0,2402,2,1,5,10,5.0,2,4,5.0,2008.0,3.0,3,672,3,3,2,0,0,0,0,0,4,2009,5.0,5,555000,2306,11530,3,0,1,1,242
441,90,3,92.0,12108,1,0,3,3,1,2,2,Edwards,4,4,2,270.0,3,3,3,3,0.0,4.0,0,1307,1440,6,3,0,3,1440,0,0,1440,4,2,2,8,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,9,2008,5.0,5,118000,133,399,2,0,53,53,0
442,50,2,52.0,6240,1,0,3,3,1,2,2,BrkSide,5,7,2,0.0,3,3,3,3,0.0,0.0,0,1078,1078,6,3,1,5,1128,445,0,1573,3,1,3,8,5.0,1,4,4.0,1930.0,1.0,2,360,3,3,1,0,0,0,0,0,6,2008,5.0,5,162900,0,0,2,0,78,16,0
443,120,3,53.0,3922,1,0,3,3,1,2,2,Blmngtn,7,5,2,72.0,4,3,5,3,2.0,0.0,0,1258,1258,6,5,1,5,1258,0,0,1258,2,1,4,6,5.0,1,4,5.0,2007.0,3.0,3,648,3,3,2,0,0,0,0,0,6,2007,4.0,0,172500,0,0,2,0,1,0,160
444,60,3,70.0,8750,1,0,3,3,1,2,2,CollgCr,7,5,2,0.0,4,4,4,3,0.0,5.0,0,273,915,6,5,1,5,933,975,0,1908,4,1,4,8,5.0,1,3,5.0,1994.0,1.0,2,493,3,3,2,0,0,0,0,0,7,2008,5.0,5,210000,642,2568,3,1,14,13,277
445,20,3,73.0,9855,1,0,3,3,1,3,2,Edwards,6,5,2,0.0,3,3,3,3,0.0,0.0,0,1436,1436,6,2,1,5,1689,0,0,1689,3,1,3,7,5.0,1,4,5.0,1956.0,1.0,2,480,3,3,2,0,0,3,0,0,11,2009,3.0,5,127500,0,0,1,0,53,53,0
446,20,3,137.0,16492,1,0,2,3,1,3,2,NAmes,6,6,2,0.0,4,3,3,3,0.0,4.0,1,557,1517,6,5,1,5,1888,0,0,1888,2,1,4,6,2.0,1,4,5.0,1966.0,3.0,2,578,3,3,2,0,0,0,0,0,6,2010,5.0,5,190000,960,2880,2,1,44,8,0
447,60,3,65.0,11214,1,0,2,3,1,3,2,Gilbert,7,5,2,0.0,4,3,4,3,0.0,0.0,0,930,930,6,4,1,5,956,930,0,1886,4,1,4,10,5.0,1,3,5.0,1998.0,3.0,2,431,3,3,2,0,0,0,0,0,7,2006,5.0,5,199900,0,0,2,1,8,7,89
448,50,2,50.0,8600,1,0,3,1,1,2,2,IDOTRR,6,6,2,0.0,3,3,3,3,0.0,0.0,0,780,780,6,3,1,5,780,596,0,1376,3,1,3,7,5.0,1,4,4.0,1937.0,1.0,1,198,3,3,0,0,0,0,0,0,6,2006,5.0,5,119500,0,0,2,0,69,56,0
449,50,2,50.0,6000,1,0,3,3,1,2,2,OldTown,3,7,2,0.0,3,4,3,3,0.0,4.0,0,318,649,6,5,1,5,679,504,0,1183,2,1,3,6,5.0,0,0,4.0,1981.0,1.0,1,308,3,3,2,0,0,0,0,0,6,2007,5.0,5,120000,331,993,1,1,59,5,176
450,30,2,70.0,5684,1,0,3,3,1,2,2,OldTown,6,8,2,0.0,3,3,3,3,0.0,0.0,0,813,813,6,5,1,4,813,0,0,813,2,1,4,5,5.0,0,0,4.0,1932.0,1.0,1,270,2,2,0,0,0,0,0,0,6,2006,5.0,5,110000,0,0,1,0,76,1,113
451,20,3,62.0,70761,1,0,2,0,1,2,1,ClearCr,7,5,2,0.0,3,3,4,3,3.0,4.0,0,878,1533,6,3,1,5,1533,0,0,1533,2,1,4,5,5.0,2,3,5.0,1975.0,1.0,2,576,3,3,2,0,0,0,0,0,12,2006,5.0,5,280000,655,2620,3,0,31,31,254
452,60,3,85.0,9303,1,0,2,3,1,3,2,Timber,6,5,2,42.0,4,3,5,3,0.0,4.0,0,130,872,6,5,1,5,888,868,0,1756,3,1,3,7,5.0,0,0,5.0,1996.0,3.0,2,422,3,3,2,0,0,0,0,0,7,2007,5.0,5,204000,742,3710,3,1,11,10,266
453,60,4,75.0,9000,1,0,3,3,1,2,2,Somerst,8,5,2,0.0,4,3,4,3,0.0,0.0,0,768,768,6,5,1,5,786,804,0,1590,3,1,4,6,5.0,0,0,5.0,2008.0,2.0,2,676,3,3,2,0,0,0,0,0,6,2009,5.0,5,210000,0,0,2,1,1,1,30
454,90,3,63.0,9297,1,0,3,3,1,2,2,Mitchel,5,5,2,0.0,3,3,3,3,0.0,4.0,0,122,1728,6,3,1,5,1728,0,0,1728,4,2,3,8,5.0,0,0,4.0,1976.0,1.0,2,560,3,3,2,0,0,0,0,0,7,2006,5.0,1,188000,1606,4818,4,0,30,30,0
455,20,3,80.0,9600,1,0,3,3,1,2,2,NWAmes,7,6,2,320.0,3,3,3,3,0.0,4.0,0,326,1242,6,2,1,5,1242,0,0,1242,3,1,3,6,5.0,1,3,5.0,1973.0,1.0,2,528,3,3,2,0,0,0,0,0,9,2007,5.0,5,175500,916,2748,1,1,34,34,0
456,70,2,34.0,4571,1,1,3,3,1,2,2,OldTown,5,5,2,0.0,3,3,3,3,0.0,0.0,0,624,624,6,2,0,5,624,720,0,1344,4,1,3,7,5.0,0,0,4.0,1916.0,1.0,3,513,2,2,2,0,0,0,0,0,5,2008,3.0,4,98000,0,0,1,0,92,58,96
457,20,3,80.0,53227,1,0,2,0,1,4,1,ClearCr,4,6,2,0.0,3,3,4,3,3.0,3.0,0,248,1364,6,5,1,5,1663,0,0,1663,2,1,4,6,4.0,2,4,5.0,1954.0,3.0,2,529,3,3,2,0,0,0,0,0,3,2008,5.0,5,256000,1116,4464,2,0,54,14,361
458,70,2,60.0,5100,1,1,3,3,1,2,2,OldTown,8,7,2,0.0,3,4,3,3,0.0,0.0,0,588,588,6,2,1,5,833,833,0,1666,3,1,4,7,5.0,1,4,4.0,1925.0,1.0,1,228,3,3,2,0,0,3,0,0,6,2008,5.0,5,161000,0,0,1,0,83,12,255
459,50,3,52.0,7015,1,0,2,1,1,3,2,BrkSide,5,4,1,161.0,3,3,3,3,0.0,1.0,0,524,709,6,3,1,5,979,224,0,1203,3,1,4,5,5.0,1,3,4.0,1950.0,1.0,1,352,3,3,2,0,0,0,0,0,7,2009,5.0,5,110000,185,555,2,0,59,59,248
460,60,4,75.0,8004,1,0,2,3,1,2,2,Somerst,8,5,3,110.0,4,3,4,3,0.0,5.0,0,288,832,6,5,1,5,832,1103,0,1935,3,1,3,8,5.0,0,0,3.0,2009.0,3.0,2,552,3,3,2,0,0,0,0,0,12,2009,4.0,0,263435,544,2176,3,1,0,0,150
461,70,3,60.0,7200,1,0,3,3,1,2,2,SWISU,7,9,2,0.0,4,4,4,4,0.0,4.0,3,0,560,6,5,1,5,575,560,0,1135,3,1,4,6,5.0,0,0,4.0,1971.0,2.0,2,576,3,3,2,0,0,3,0,0,4,2009,5.0,5,155000,560,2240,2,0,73,2,256
462,20,3,60.0,8281,1,0,2,3,1,2,2,Sawyer,5,5,2,0.0,3,3,3,3,0.0,2.0,3,0,864,6,4,1,5,864,0,0,864,3,1,3,5,5.0,1,1,4.0,1965.0,1.0,1,360,3,3,2,0,0,2,0,0,12,2009,5.0,5,62383,864,2592,1,0,44,44,236
463,70,3,74.0,11988,1,0,2,2,1,2,1,Crawfor,6,7,2,0.0,3,3,3,3,0.0,1.0,0,389,715,6,2,1,4,849,811,0,1660,3,1,3,6,5.0,1,4,4.0,1939.0,1.0,1,240,3,3,2,0,0,0,0,0,8,2008,5.0,5,188700,326,978,1,1,74,13,0
464,20,3,60.0,8430,1,0,3,2,1,2,1,CollgCr,5,5,2,136.0,3,3,4,3,0.0,2.0,0,424,1040,6,3,1,5,1040,0,0,1040,3,1,3,5,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,8,2009,5.0,5,124000,616,2464,2,0,31,31,0
465,120,2,43.0,3072,1,0,3,3,1,2,2,Blmngtn,7,5,2,18.0,4,3,4,3,0.0,0.0,0,1375,1375,6,5,1,5,1414,0,0,1414,2,1,4,6,5.0,1,3,5.0,2004.0,3.0,2,398,3,3,2,0,0,0,0,0,5,2006,5.0,5,178740,0,0,2,0,2,2,164
466,20,3,85.0,10628,1,0,3,3,1,2,2,NAmes,7,5,2,0.0,3,4,3,4,3.0,5.0,0,499,1277,6,3,1,5,1277,0,0,1277,2,1,3,5,5.0,1,1,5.0,1970.0,1.0,2,526,3,3,2,0,0,2,0,0,4,2007,5.0,5,167000,778,2334,2,0,37,37,176
467,70,3,79.0,9480,1,0,3,3,1,2,2,NAmes,5,7,3,224.0,3,3,3,3,0.0,1.0,0,342,728,6,5,1,5,888,756,0,1644,3,1,4,7,5.0,2,4,5.0,1942.0,1.0,1,312,3,3,2,0,0,0,0,0,6,2007,5.0,5,146500,386,1158,1,1,65,12,168
468,20,3,98.0,11428,1,0,2,3,1,2,2,NridgHt,8,5,3,248.0,4,3,4,3,0.0,0.0,0,1626,1626,6,5,1,5,1634,0,0,1634,3,1,4,7,5.0,1,4,5.0,2006.0,2.0,3,866,3,3,2,0,0,0,0,0,5,2007,5.0,5,250000,0,0,2,0,1,1,44
469,60,3,76.0,9291,1,0,2,3,1,3,2,SawyerW,6,5,2,120.0,4,3,4,3,0.0,5.0,0,406,832,6,5,1,5,832,878,0,1710,3,1,4,7,5.0,0,0,5.0,1993.0,2.0,2,506,3,3,2,0,0,0,0,0,6,2008,5.0,5,187000,426,1704,2,1,15,15,214
470,120,3,61.5,6820,1,0,2,3,1,3,2,StoneBr,8,5,2,0.0,4,3,4,3,2.0,5.0,3,0,1488,6,3,1,5,1502,0,0,1502,1,1,4,4,5.0,0,0,5.0,1985.0,2.0,2,528,3,3,2,0,0,0,0,0,6,2010,5.0,5,212000,1488,5952,2,1,25,25,194
471,60,3,92.0,11952,1,0,3,3,1,2,2,NWAmes,7,6,2,0.0,3,3,4,3,0.0,0.0,0,808,808,6,3,1,5,1161,808,0,1969,3,1,3,8,5.0,1,4,5.0,1977.0,2.0,2,534,3,3,2,0,0,0,0,0,11,2007,5.0,5,190000,0,0,2,1,30,30,276
472,180,2,35.0,3675,1,0,3,3,1,2,2,Edwards,6,5,2,80.0,3,3,4,3,3.0,5.0,0,88,547,6,5,1,5,1072,0,0,1072,2,1,3,5,5.0,0,0,0.0,2005.0,2.0,2,525,3,3,2,0,0,0,0,0,6,2008,5.0,5,148000,459,1836,2,0,3,3,28
473,20,3,110.0,14977,1,0,2,3,1,2,2,NridgHt,8,5,2,304.0,4,3,5,3,3.0,5.0,0,626,1976,6,5,1,5,1976,0,0,1976,2,1,4,7,5.0,1,5,5.0,2006.0,2.0,3,908,3,3,2,0,0,0,0,0,7,2007,4.0,0,440000,1350,6750,3,0,1,0,313
474,120,3,41.0,5330,1,0,3,3,1,2,2,StoneBr,8,5,2,0.0,4,3,4,3,2.0,5.0,0,298,1494,6,5,1,5,1652,0,0,1652,2,1,5,6,5.0,0,0,5.0,2000.0,2.0,2,499,3,3,2,0,0,0,0,0,8,2007,5.0,5,251000,1196,4784,3,0,7,7,144
475,20,3,80.0,8480,1,0,3,3,1,3,2,Sawyer,5,6,2,0.0,3,3,3,3,0.0,5.0,0,340,970,6,3,1,5,970,0,0,970,2,1,3,5,5.0,0,0,4.0,1996.0,1.0,2,624,3,3,2,0,0,0,0,0,7,2007,5.0,5,132500,630,1890,2,0,44,44,216
476,20,3,75.0,13125,1,0,3,3,1,2,1,CollgCr,6,5,2,215.0,3,3,4,3,3.0,5.0,0,484,1478,6,5,1,5,1493,0,0,1493,3,1,4,7,5.0,1,3,5.0,1997.0,3.0,2,508,3,3,2,0,0,0,0,0,4,2008,5.0,5,208900,994,3976,3,0,11,10,179
477,60,3,105.0,13693,1,0,3,3,1,2,2,NridgHt,9,5,2,772.0,5,3,4,3,2.0,0.0,0,2153,2153,6,5,1,5,2069,574,0,2643,3,1,5,9,5.0,1,4,3.0,2006.0,3.0,3,694,3,3,2,0,0,0,0,0,3,2007,5.0,5,380000,0,0,2,1,1,1,498
478,20,3,79.0,10637,1,0,3,3,1,2,2,CollgCr,8,5,3,336.0,4,3,5,3,3.0,5.0,0,417,1705,6,5,1,5,1718,0,0,1718,3,1,4,7,5.0,1,4,5.0,2007.0,2.0,3,826,3,3,2,0,0,0,0,0,9,2009,5.0,5,297000,1288,6440,3,0,2,1,252
479,30,2,50.0,5925,1,0,3,1,1,2,2,OldTown,4,7,1,435.0,3,3,2,3,0.0,2.0,0,739,907,6,3,1,5,1131,0,0,1131,2,1,3,7,5.0,0,0,4.0,1995.0,1.0,2,672,3,3,2,0,0,3,0,0,3,2007,5.0,2,89471,168,336,1,0,70,7,72
480,20,3,98.0,16033,1,0,2,3,1,1,2,NridgHt,9,5,2,378.0,4,3,5,3,3.0,5.0,0,572,1833,6,5,1,5,1850,0,0,1850,3,1,4,8,5.0,1,4,5.0,2004.0,3.0,3,772,3,3,2,0,0,0,0,0,3,2006,5.0,5,326000,1261,6305,3,0,2,1,631
481,20,3,72.0,11846,1,0,2,2,1,2,2,NridgHt,9,5,2,562.0,4,3,5,3,3.0,5.0,0,225,1792,6,5,1,5,1792,0,0,1792,2,1,5,6,5.0,1,4,5.0,2003.0,3.0,3,874,3,3,2,0,0,0,0,0,8,2006,5.0,5,374000,1567,7835,3,0,3,2,255
482,70,2,50.0,2500,1,2,3,3,1,3,2,OldTown,7,8,2,0.0,4,3,3,3,0.0,4.0,0,611,910,6,5,1,5,916,910,0,1826,4,1,5,7,3.0,1,4,5.0,1915.0,1.0,1,164,2,2,2,0,0,0,0,0,6,2009,5.0,5,155000,299,897,2,1,94,4,0
483,120,2,32.0,4500,1,0,3,3,1,1,2,Mitchel,6,5,2,116.0,3,3,5,3,0.0,5.0,0,319,1216,6,5,1,5,1216,0,0,1216,2,1,3,5,5.0,0,0,5.0,1998.0,1.0,2,402,3,3,2,0,0,0,0,0,5,2006,5.0,5,164000,897,4485,3,0,8,8,125
484,20,3,71.0,7758,1,0,2,3,1,3,2,Sawyer,5,7,2,0.0,3,4,3,3,0.0,4.0,0,411,999,6,4,1,5,999,0,0,999,3,1,4,6,5.0,0,0,4.0,1963.0,1.0,1,264,3,3,2,0,0,0,0,0,3,2007,5.0,5,132500,588,1764,2,0,45,6,132
485,20,3,80.0,9600,1,0,3,3,1,2,2,NAmes,5,7,2,0.0,4,3,3,3,0.0,4.0,0,506,1113,6,4,1,5,1113,0,0,1113,3,1,4,5,5.0,1,4,5.0,1950.0,1.0,1,264,3,3,2,0,0,0,0,0,7,2009,5.0,5,147000,607,1821,1,0,59,2,200
486,20,3,79.0,10289,1,0,3,3,1,2,2,NAmes,5,7,2,168.0,3,3,3,3,0.0,4.0,0,237,1073,6,3,1,5,1073,0,0,1073,3,1,3,6,5.0,0,0,5.0,1965.0,2.0,2,515,3,3,2,0,0,0,0,0,6,2007,5.0,5,156000,836,2508,2,1,42,42,0
487,20,3,70.0,12243,1,0,2,3,1,2,2,NWAmes,5,6,2,0.0,3,3,4,3,2.0,4.0,0,486,1484,6,4,1,5,1484,0,0,1484,3,1,3,7,5.0,1,3,5.0,1971.0,1.0,2,487,3,3,2,0,0,0,0,0,2,2007,5.0,5,175000,998,3992,2,0,36,36,404
